Bola1;Bola2;Bola3;Bola4;Bola5
8;9;57;75;78
1;20;51;67;78
10;27;40;46;74
4;22;32;64;74
17;37;38;51;56
7;10;35;67;78
14;23;44;58;63
25;26;30;70;75
3;50;52;53;74
8;48;50;58;60
10;19;28;29;73
25;28;36;60;61
26;33;68;74;79
12;30;47;48;74
10;43;46;59;70
44;54;56;73;80
28;43;61;63;67
3;21;42;64;73
20;32;38;56;65
12;47;60;69;77
14;25;49;73;77
18;19;38;49;74
1;10;20;24;46
3;18;31;37;65
28;33;44;60;61
16;28;36;65;74
5;31;33;46;55
2;11;32;65;77
10;28;29;64;68
6;11;15;55;79
5;21;31;35;60
39;43;61;64;75
14;16;42;63;68
3;42;68;70;75
51;58;64;68;74
6;42;73;75;80
14;16;23;27;62
13;42;49;61;77
1;12;20;25;47
13;25;27;34;41
25;45;54;57;70
41;47;50;69;80
15;41;49;56;61
3;30;56;62;74
12;35;56;64;69
18;22;36;51;53
5;21;45;47;77
3;22;37;72;76
17;18;24;36;51
25;35;52;76;80
10;11;42;44;64
7;9;20;23;76
22;26;32;42;45
4;16;32;41;69
15;23;28;39;56
21;31;35;60;63
64;66;70;73;74
4;51;53;61;80
2;19;33;42;80
5;6;7;20;52
42;56;57;66;77
26;30;33;49;79
13;31;57;62;74
5;7;27;29;35
2;4;11;15;41
29;42;58;66;78
28;33;40;74;79
23;26;33;73;79
6;18;34;35;57
5;13;31;41;42
18;26;38;55;76
4;15;44;52;62
9;37;50;52;64
16;43;49;52;73
18;21;46;49;54
30;40;42;68;70
1;28;31;68;78
30;31;41;44;60
22;27;48;54;76
28;32;34;37;66
20;30;39;45;73
5;26;40;52;67
10;13;30;57;66
22;34;51;68;74
23;36;42;55;74
8;12;60;70;74
37;43;49;61;66
4;25;28;37;70
9;21;54;67;71
2;3;21;36;77
11;40;58;71;78
10;36;39;43;52
33;36;38;40;76
4;22;59;69;75
24;28;31;53;59
15;37;39;67;73
23;48;50;52;67
14;19;35;36;64
13;17;64;67;75
9;25;40;52;68
8;17;34;42;67
8;10;19;47;73
27;42;46;47;62
9;30;33;41;50
2;21;24;28;56
5;23;31;32;63
8;16;44;72;77
5;28;34;43;56
4;17;31;52;72
5;32;46;65;69
11;43;45;49;56
15;28;41;44;60
26;59;60;61;73
24;46;49;64;76
6;41;67;69;70
9;12;25;35;63
2;24;25;33;44
1;51;52;62;80
4;17;33;37;60
16;39;43;45;77
10;15;22;74;78
8;32;40;49;55
4;8;26;44;46
7;10;15;33;69
9;30;38;39;54
9;16;54;63;64
8;33;47;53;61
6;9;24;31;74
25;35;53;69;78
2;4;33;52;65
17;44;49;50;65
8;22;45;53;71
6;14;26;33;70
16;19;36;54;59
11;21;25;47;72
26;32;39;60;76
25;37;44;51;60
6;26;72;76;77
28;35;45;64;72
6;20;56;57;62
12;23;59;60;72
4;6;15;40;44
14;32;36;45;50
14;40;51;56;57
7;30;47;54;64
22;35;45;48;76
1;28;55;57;61
19;51;57;67;77
6;11;17;41;57
30;43;54;76;77
32;38;42;44;46
13;56;59;61;63
29;45;56;60;77
34;51;56;65;71
4;12;24;30;56
26;27;29;74;77
1;3;6;64;65
3;7;29;51;55
15;36;40;53;58
5;18;26;46;65
36;55;58;66;71
19;24;32;35;72
7;50;52;73;78
8;11;19;41;73
9;49;51;54;71
28;37;51;59;72
2;9;47;51;77
8;16;28;56;59
22;35;38;53;71
4;7;16;43;79
25;32;38;52;73
6;33;49;52;54
4;22;46;71;78
9;22;66;78;80
15;26;28;45;64
10;17;41;60;66
8;14;35;44;53
36;51;55;66;76
1;15;23;50;53
5;38;41;52;59
11;15;42;73;74
31;45;52;71;77
28;31;38;68;77
23;37;58;67;69
5;12;38;42;78
28;30;63;70;76
13;38;44;68;78
6;47;48;58;64
7;14;27;40;73
9;15;66;71;78
15;16;20;31;55
26;27;29;40;76
6;12;24;32;69
30;49;61;75;79
6;17;48;52;76
11;19;30;32;39
2;44;58;66;70
11;21;46;72;80
26;51;60;69;71
5;39;56;75;78
10;12;25;42;74
5;30;52;62;75
10;30;33;48;52
5;27;32;43;69
11;12;40;59;60
9;37;53;57;80
4;34;36;48;80
4;26;36;56;60
9;11;39;40;55
3;12;26;35;36
17;49;51;62;79
26;27;37;41;42
21;30;54;58;65
12;38;39;50;77
13;22;51;66;72
14;23;40;52;62
7;13;17;59;79
1;2;34;40;78
8;28;37;43;79
8;16;36;73;79
8;14;25;70;72
36;38;60;68;71
13;15;30;35;43
6;9;59;69;78
6;7;17;56;71
17;25;34;56;76
3;7;37;63;68
4;27;45;69;71
7;34;42;57;77
7;16;26;37;64
35;37;67;72;80
8;30;54;63;71
29;55;56;63;75
11;18;22;36;59
2;37;58;74;80
8;26;37;57;75
10;18;24;45;77
17;28;57;73;79
5;22;56;65;73
9;12;46;56;58
13;15;44;56;60
26;31;36;71;72
9;15;19;61;63
7;36;54;66;67
4;11;29;31;69
12;16;60;69;70
13;16;53;73;75
9;11;12;38;56
14;20;46;49;50
15;39;44;65;72
3;4;53;55;58
4;26;56;58;79
7;8;37;59;66
1;17;58;63;78
14;45;67;74;79
9;13;23;35;80
1;3;10;21;35
14;34;60;61;64
12;31;72;74;80
9;10;23;33;47
12;13;15;23;50
4;15;39;43;46
1;54;60;73;75
15;22;65;76;80
7;23;30;52;60
34;38;39;58;67
22;51;67;69;70
5;57;59;66;73
17;56;59;75;78
4;22;35;40;54
24;32;44;45;69
10;44;58;59;61
5;27;56;59;71
2;32;41;42;70
37;38;43;44;55
28;35;43;50;59
17;22;24;34;36
12;38;47;56;66
6;14;39;68;72
14;30;38;40;75
31;36;46;53;66
8;34;43;57;66
11;39;44;50;74
28;45;49;61;76
20;23;33;54;60
33;54;65;71;74
11;24;35;62;63
14;16;30;48;63
5;11;62;67;78
9;12;42;54;62
51;56;62;69;74
9;19;63;66;71
2;7;35;62;67
11;20;59;68;79
15;28;29;42;43
16;23;48;59;62
4;37;42;62;72
9;23;34;35;78
3;9;28;57;64
2;15;24;49;60
21;30;62;63;73
46;56;65;69;76
35;36;49;75;80
5;21;45;75;78
12;24;31;71;80
18;42;45;60;77
19;22;42;69;72
11;17;18;57;68
7;30;48;57;72
23;26;41;43;48
4;6;29;58;66
19;27;30;41;66
5;14;26;29;66
7;21;54;75;78
23;24;32;40;72
12;37;47;59;77
11;38;39;44;45
51;56;68;71;74
9;12;21;57;62
7;31;69;72;73
12;17;27;29;31
21;27;37;73;76
16;20;42;51;60
7;48;59;64;74
13;29;65;67;68
2;20;30;32;40
11;20;26;27;64
10;15;51;55;60
28;37;67;73;74
3;6;49;59;70
4;5;17;74;77
3;25;50;56;78
7;17;39;59;61
19;23;40;53;74
11;27;33;70;73
20;46;53;61;73
7;17;20;21;58
3;12;14;38;56
4;27;28;32;54
11;42;44;51;70
1;6;29;30;74
26;28;30;43;62
7;30;34;42;69
7;25;35;54;60
1;16;36;54;58
25;46;49;73;77
14;36;42;47;67
6;19;20;26;34
6;39;55;58;69
54;62;66;74;75
5;38;42;52;72
17;20;21;46;80
21;23;24;43;54
10;24;30;40;70
9;33;37;54;68
34;50;54;58;62
2;4;32;34;53
10;13;16;28;47
30;43;48;52;71
24;46;47;64;78
6;32;34;51;60
20;22;42;55;57
10;12;48;54;65
7;14;50;54;61
8;13;27;29;67
18;30;31;46;73
2;22;23;37;58
7;23;26;54;80
8;12;26;64;74
12;23;52;75;76
6;38;43;48;55
8;15;16;49;77
7;21;33;47;68
26;42;44;74;75
1;10;27;72;77
13;42;49;60;71
5;14;32;49;79
7;25;28;50;62
39;40;45;63;74
1;11;14;35;69
6;13;24;31;48
6;11;57;73;78
8;9;27;76;77
11;17;24;32;49
4;5;18;64;74
7;12;36;67;72
3;20;34;53;60
2;20;24;29;49
15;36;51;55;67
25;35;51;55;65
3;5;19;70;75
13;20;29;38;77
25;39;45;61;63
2;3;16;26;62
22;50;52;64;75
5;27;35;37;48
18;20;39;57;68
8;38;54;61;67
28;30;41;52;73
13;45;47;48;75
12;26;43;46;66
13;15;19;33;40
8;21;54;60;76
11;16;37;59;66
21;25;28;35;48
32;35;37;65;66
5;24;40;55;73
8;46;53;59;77
17;28;63;65;68
44;53;55;61;64
4;21;23;29;79
17;20;57;66;74
2;11;34;36;53
13;14;29;53;56
15;23;41;47;67
1;8;32;58;63
3;19;33;58;80
26;28;33;63;71
6;8;13;34;50
9;12;39;66;71
24;30;33;60;69
20;24;36;45;46
3;15;20;57;58
1;2;40;51;64
13;24;36;38;54
4;15;17;24;38
43;47;55;72;80
6;15;23;25;60
45;49;52;54;66
17;19;21;31;57
2;34;37;61;74
5;51;72;73;80
31;46;55;57;66
20;23;29;39;54
5;17;34;62;69
4;11;19;22;53
6;8;15;20;24
12;17;18;26;27
14;16;18;28;35
38;47;54;57;78
21;30;68;74;79
3;21;26;49;57
5;8;10;55;80
18;34;43;60;65
2;13;40;43;70
14;34;47;48;60
16;35;48;52;66
11;16;58;68;77
28;30;56;70;75
13;19;42;58;64
5;7;23;75;79
12;29;34;55;78
42;55;69;73;78
3;19;25;35;80
4;13;16;17;24
4;12;30;45;55
33;50;57;75;77
6;16;18;22;75
3;28;34;37;46
32;41;50;61;64
14;24;38;69;78
29;32;35;69;78
4;7;50;56;66
17;27;29;36;61
1;20;50;63;68
3;19;26;43;74
5;6;25;26;34
1;40;69;73;76
16;17;24;44;65
1;2;18;50;63
7;44;49;57;75
9;39;56;59;76
1;7;49;59;61
3;12;36;42;77
35;42;44;70;76
11;16;59;74;75
2;4;35;45;79
15;40;45;56;63
14;25;28;46;52
11;41;47;59;77
4;14;21;33;39
24;36;45;64;76
22;29;30;47;74
24;29;40;68;76
7;15;16;61;62
10;16;22;69;76
2;20;29;33;46
24;41;47;76;78
11;25;26;59;68
18;21;64;66;80
20;42;43;49;57
24;28;43;65;73
18;22;38;64;65
34;41;44;54;66
9;12;23;37;44
7;22;38;51;79
8;26;37;57;70
4;21;33;45;46
1;4;5;35;40
7;22;52;63;65
11;39;60;70;75
5;20;36;42;46
2;4;21;37;63
8;10;31;62;71
28;32;55;60;63
7;17;38;64;71
13;24;44;57;66
29;33;47;59;70
8;23;27;37;67
4;31;34;36;63
5;16;19;62;79
7;29;41;61;69
51;62;70;76;78
30;32;65;66;73
2;6;60;66;74
15;22;31;36;68
20;35;38;42;71
5;24;26;37;75
22;38;61;78;79
3;8;40;43;67
4;13;29;57;72
2;25;48;59;75
36;45;61;76;79
9;24;26;44;62
8;36;43;60;69
1;27;41;69;76
16;19;40;51;72
21;33;49;55;80
15;27;29;33;60
5;8;19;56;60
8;12;33;47;65
25;27;49;54;75
1;26;48;55;63
16;23;50;71;73
7;13;14;30;57
13;24;38;54;78
2;17;59;62;80
21;42;43;48;64
24;62;71;78;80
8;30;38;40;80
14;29;38;61;70
29;44;62;74;80
12;23;49;50;59
14;31;47;49;60
10;14;54;61;63
22;30;31;33;45
7;21;24;45;71
3;23;24;60;79
1;19;20;58;68
17;43;66;71;75
24;41;55;62;70
49;54;56;58;80
5;26;37;53;63
5;9;14;32;55
17;48;52;69;71
1;9;12;68;77
7;13;27;48;62
2;6;12;30;51
16;40;56;79;80
3;8;31;44;55
12;20;50;52;69
23;28;42;65;77
4;22;24;32;45
2;9;32;64;79
10;39;63;67;70
5;10;42;78;80
10;23;52;55;71
13;20;44;56;57
2;16;60;64;79
27;40;46;54;65
33;51;56;73;74
19;20;30;51;58
10;23;33;54;78
18;21;30;33;77
22;24;41;57;70
3;18;42;48;71
9;18;43;71;74
32;41;62;69;79
2;25;35;37;53
1;12;20;21;29
11;14;18;52;57
26;49;64;65;67
5;14;16;24;76
19;25;29;45;79
26;46;73;76;80
18;25;26;68;73
16;22;30;45;49
22;49;66;72;78
6;18;26;65;77
2;26;42;50;69
1;20;31;46;58
32;50;56;65;70
19;33;52;61;78
12;13;45;47;70
17;57;59;61;76
23;30;46;51;56
16;54;73;75;79
9;12;47;56;57
23;25;32;36;38
3;15;40;69;78
6;23;26;31;66
8;24;51;60;70
14;18;30;51;60
25;41;44;53;61
25;32;34;37;68
1;9;27;53;77
11;17;51;61;77
29;39;43;73;76
3;37;41;53;63
16;17;44;47;57
21;26;36;42;63
7;21;39;49;78
10;60;63;64;78
27;59;60;63;71
29;42;49;71;73
26;36;38;47;52
8;20;21;42;57
14;16;24;37;72
26;47;69;72;78
5;11;12;42;53
15;36;56;61;68
14;17;34;49;77
21;32;37;38;49
25;37;46;67;73
1;14;46;63;75
28;53;57;61;80
8;9;18;25;67
26;27;53;72;77
17;22;54;57;59
8;35;47;54;79
9;46;47;49;64
14;21;44;53;59
1;10;16;23;34
32;35;38;55;78
12;26;59;70;80
9;35;39;59;61
14;52;54;58;73
39;41;44;53;62
12;25;32;67;79
37;49;56;61;68
16;17;47;71;75
17;27;34;46;56
1;17;26;27;47
20;29;31;40;79
6;30;32;44;75
4;23;47;52;66
6;44;49;52;60
4;6;27;60;62
2;13;27;36;68
13;21;24;60;79
5;6;28;39;55
19;51;55;70;72
22;23;40;62;70
4;6;40;62;77
5;31;43;45;59
19;23;48;57;69
9;52;54;57;69
14;19;44;57;59
8;34;45;51;66
6;20;31;39;59
2;6;10;26;47
11;16;37;61;62
7;21;27;33;71
8;29;40;46;74
3;24;37;63;74
1;9;18;40;76
34;37;48;55;57
35;48;49;57;71
8;12;17;24;43
8;12;16;20;64
2;39;47;50;62
1;45;53;77;78
5;36;55;69;76
3;8;30;55;61
14;16;40;45;51
16;60;64;71;73
20;42;43;47;60
26;29;40;53;60
31;42;45;71;80
37;42;61;66;77
4;8;13;26;39
39;40;48;56;67
15;45;47;58;59
29;51;56;69;76
3;14;23;25;52
10;40;52;61;69
44;52;63;71;77
16;38;64;68;77
26;27;34;36;60
20;31;35;59;71
11;35;46;55;77
5;24;26;51;54
2;43;52;59;74
2;3;27;35;43
48;52;53;67;78
29;37;45;53;60
2;21;36;44;51
1;14;30;62;69
22;26;42;47;79
29;33;59;66;77
6;22;62;64;69
6;22;58;64;77
6;41;53;74;77
10;15;21;26;76
7;9;10;57;73
40;48;55;61;66
7;17;50;55;58
11;20;26;38;73
11;37;38;41;77
26;52;56;75;77
10;31;42;54;79
11;15;52;58;78
6;20;22;45;47
5;9;17;30;69
12;20;29;48;59
30;45;58;62;78
16;45;56;69;70
4;5;9;36;46
10;14;33;46;63
12;14;55;59;68
43;53;66;72;73
3;6;9;29;76
19;23;37;57;62
17;40;51;65;71
8;11;44;54;68
27;30;32;51;67
4;16;25;29;49
56;62;66;68;74
4;8;34;59;75
28;30;42;50;78
15;36;39;53;80
8;24;25;34;61
18;44;47;58;76
23;32;37;45;63
30;40;45;57;64
14;50;63;65;70
6;26;27;31;48
35;44;54;70;71
19;29;47;55;75
1;37;45;56;73
15;16;54;55;64
14;28;46;57;73
2;26;27;67;79
17;21;60;61;64
6;15;33;66;71
12;22;38;44;71
4;35;47;52;59
32;35;45;64;65
9;12;14;31;68
9;13;51;68;72
6;15;18;43;61
15;23;29;61;74
40;42;64;76;79
11;19;27;64;77
9;13;48;74;76
9;36;55;59;62
39;44;48;62;64
4;31;45;47;49
25;30;35;41;53
7;10;21;49;75
21;41;46;61;62
18;55;56;65;72
12;16;52;64;69
13;16;25;41;42
4;33;42;50;58
13;15;19;35;79
5;21;23;66;67
13;27;28;42;61
22;29;62;74;75
1;3;7;26;45
38;60;73;78;80
26;28;30;31;44
33;35;39;46;80
5;22;29;54;57
4;35;43;61;74
11;18;33;40;66
1;3;10;22;69
9;18;50;75;77
50;52;54;56;58
4;11;46;48;52
26;39;43;59;80
16;40;43;54;77
16;18;30;36;71
8;35;53;65;70
16;35;58;62;79
3;41;42;51;60
4;19;40;54;73
32;56;67;72;79
2;42;53;72;75
3;26;35;52;72
13;21;39;55;67
6;7;12;23;51
6;36;39;44;45
1;11;37;42;72
2;6;13;62;77
4;13;19;28;53
4;34;44;55;60
3;25;31;37;69
9;21;25;44;62
29;40;56;60;74
24;26;54;56;66
32;44;45;46;50
6;18;22;41;62
20;45;52;69;78
21;50;51;59;80
27;39;52;58;75
7;45;47;53;70
6;34;48;64;80
6;11;34;36;43
15;24;26;56;61
8;16;17;63;75
21;38;52;61;67
23;30;46;59;65
10;25;41;74;80
9;19;20;40;74
39;60;62;63;70
14;27;35;51;78
5;9;26;59;65
24;31;49;54;61
14;18;22;30;33
33;38;41;48;49
6;24;58;69;72
1;5;9;24;32
3;49;66;67;70
17;43;53;55;68
25;47;52;69;76
39;57;60;67;74
20;26;29;31;40
4;7;15;67;70
18;51;52;75;78
24;25;35;44;73
14;51;52;55;70
23;42;48;57;60
1;11;22;36;59
3;26;69;78;79
4;34;35;58;74
40;55;62;78;80
9;26;58;64;76
19;22;49;53;64
16;30;49;68;70
10;24;50;51;79
7;46;63;65;73
1;3;38;63;78
31;38;41;70;79
24;25;32;68;71
4;24;34;39;55
4;7;33;53;66
19;28;34;44;66
14;46;50;59;79
25;31;39;49;76
21;25;65;72;78
18;47;62;72;79
30;51;57;67;70
10;12;24;55;60
4;11;39;63;77
7;21;40;68;74
4;9;48;56;58
17;20;34;44;46
3;15;50;60;76
9;24;44;52;75
3;31;62;64;80
4;15;32;61;73
11;16;22;75;77
26;31;33;50;78
4;30;31;48;72
33;48;58;60;76
43;48;50;52;56
22;43;54;64;69
3;54;57;61;75
5;18;39;41;65
11;12;23;49;57
5;7;31;43;63
12;23;36;51;71
27;38;49;53;68
10;29;32;53;64
16;18;49;57;66
4;21;62;66;68
18;35;59;63;76
10;11;16;67;72
13;22;54;58;62
9;10;13;75;77
37;51;60;61;77
47;49;57;64;69
21;38;60;64;70
11;13;45;60;61
9;24;52;59;77
9;23;53;67;80
32;49;53;58;76
14;27;31;47;68
3;11;15;50;70
17;22;40;42;46
24;49;51;52;66
35;70;72;76;79
1;15;40;42;79
10;11;20;51;54
12;40;55;71;72
1;18;32;65;68
18;23;35;49;75
2;26;45;78;79
24;33;43;66;68
6;10;32;40;67
11;22;40;56;68
19;30;38;51;71
6;55;57;58;59
23;25;39;61;63
5;6;24;40;68
1;12;61;64;68
5;11;23;28;74
12;13;25;46;52
15;21;23;42;67
27;33;44;46;63
2;3;24;27;33
17;28;38;54;57
10;11;14;56;57
3;4;13;70;76
19;38;40;44;58
23;25;29;36;42
31;32;39;45;54
18;24;50;63;78
11;13;22;60;65
31;45;53;59;78
24;26;57;67;69
17;29;37;56;72
3;16;20;62;71
12;49;66;68;70
7;15;34;38;50
36;37;48;52;54
4;11;14;38;78
2;14;21;44;75
29;43;45;72;79
44;48;51;53;70
28;34;36;38;48
3;14;24;60;73
26;27;61;64;80
8;14;19;38;46
18;35;38;48;56
7;11;26;29;75
1;37;39;51;55
3;26;28;49;74
17;21;37;38;51
28;32;37;52;77
9;14;24;38;63
21;27;43;46;75
12;46;57;58;61
4;9;36;56;64
4;6;10;32;45
4;11;33;37;39
9;21;30;32;39
5;22;45;62;73
18;35;37;44;60
4;7;17;30;44
9;18;29;47;80
18;38;55;56;66
5;23;29;52;65
15;16;26;43;67
1;20;22;42;76
41;44;70;72;73
15;38;50;51;72
9;35;40;68;78
1;2;48;65;76
10;30;33;42;74
4;40;44;53;72
5;14;42;46;58
9;32;57;59;73
14;17;33;57;64
16;37;41;54;56
10;18;65;74;76
31;49;63;71;72
40;43;51;52;76
10;14;27;45;55
17;51;52;62;70
1;5;60;64;74
46;49;54;63;79
2;19;23;33;34
21;22;34;37;46
5;35;39;53;78
30;40;58;70;76
11;15;51;65;68
9;12;33;41;56
6;41;55;56;79
7;29;55;61;67
5;29;37;60;66
3;55;69;70;71
20;25;33;43;60
42;43;62;71;79
15;27;46;57;77
33;50;57;68;73
31;34;53;65;78
5;22;33;52;58
19;27;29;55;72
4;10;14;56;59
28;37;53;64;70
9;11;12;24;66
5;17;47;57;77
4;7;49;59;68
5;19;20;66;77
2;5;9;11;14
38;39;55;70;77
1;15;17;33;45
3;33;49;52;75
3;8;52;70;79
4;16;18;45;71
20;28;32;39;76
30;31;47;64;77
24;36;49;63;76
5;13;58;72;80
6;25;47;50;71
13;19;26;35;57
3;17;26;77;79
3;15;37;44;78
3;20;33;34;77
3;6;10;19;43
6;11;21;22;39
22;25;39;43;56
6;60;67;71;75
19;27;60;70;73
3;8;10;14;47
18;40;44;71;72
15;25;26;35;55
8;14;30;37;50
18;21;29;63;78
4;5;38;45;67
6;19;33;46;47
37;46;51;59;62
27;36;50;68;69
19;24;30;57;75
14;23;27;40;73
31;33;36;59;67
16;37;43;50;59
24;31;44;53;77
31;40;62;65;72
2;8;32;71;75
16;18;34;41;73
20;22;34;38;49
20;25;32;43;57
9;20;30;60;74
4;16;44;64;68
4;5;15;23;26
10;11;24;56;66
30;60;63;64;66
4;5;47;53;58
8;32;52;64;77
6;12;42;44;62
1;2;25;37;79
27;51;52;54;65
10;23;48;74;79
17;19;30;48;77
3;11;19;52;71
11;13;21;41;54
33;40;43;48;70
5;19;26;43;66
9;37;42;55;71
3;10;57;65;67
15;24;45;52;70
25;41;59;75;77
23;32;37;71;72
13;38;49;63;66
2;22;31;35;53
13;33;34;46;70
13;26;40;57;75
19;26;72;76;77
1;5;8;77;78
22;52;60;63;78
18;21;27;57;72
8;28;42;47;78
8;18;59;60;75
5;19;48;64;76
7;41;65;77;79
5;14;31;43;51
16;25;39;58;68
9;43;47;65;74
16;23;24;27;48
14;23;31;48;63
42;47;52;59;65
13;17;40;49;51
14;25;48;51;66
10;34;41;44;69
17;24;31;66;79
10;30;41;53;69
15;22;56;60;71
5;12;20;69;70
5;15;21;35;43
28;45;48;72;76
4;34;40;61;66
21;35;44;52;62
11;23;32;44;76
26;30;35;66;77
10;20;23;25;74
2;3;19;42;48
19;31;32;54;78
1;31;33;60;69
5;14;21;31;65
46;47;61;66;75
27;30;48;66;73
14;26;35;52;74
19;32;57;60;75
13;25;26;37;76
11;25;29;31;45
17;52;69;72;75
33;36;50;51;69
3;5;16;28;37
8;13;22;34;41
39;46;52;65;77
8;15;24;28;68
20;23;53;60;71
9;15;27;65;76
6;20;37;51;69
15;16;25;35;67
10;11;39;41;50
21;40;43;67;68
7;23;24;55;56
1;33;53;55;76
6;7;38;56;67
7;13;21;34;76
13;17;20;29;46
24;38;43;44;49
22;62;67;70;79
15;19;51;55;57
40;42;44;47;52
7;13;18;22;32
8;13;41;48;78
12;21;23;31;42
4;9;21;29;64
27;43;51;53;78
8;16;53;61;74
9;23;26;44;70
19;27;34;50;72
40;41;65;66;71
14;32;58;70;77
9;13;15;40;77
29;32;39;57;61
13;17;18;29;78
10;15;48;52;71
1;27;49;57;63
35;43;48;52;72
