Bola1;Bola2;Bola3;Bola4;Bola5
6;33;43;53;62
20;35;42;45;57
8;27;32;59;75
3;24;35;46;79
10;11;40;45;79
1;12;43;69;75
1;16;32;38;67
29;47;64;65;77
13;19;35;56;62
1;29;53;57;60
26;27;33;73;74
19;42;43;50;78
24;39;45;64;65
9;22;68;72;79
23;35;40;48;80
13;18;35;45;47
1;18;20;23;26
12;14;16;24;74
2;6;36;41;80
10;17;40;57;69
12;21;29;43;69
17;31;54;55;72
18;39;50;53;65
38;53;59;74;78
23;31;47;58;76
12;44;45;59;76
16;19;59;62;69
50;54;63;79;80
6;23;31;38;52
1;29;38;39;52
4;34;40;46;77
20;46;57;75;77
1;53;61;71;78
23;60;66;71;74
17;33;41;54;71
6;29;44;45;58
1;24;68;78;79
15;25;39;41;74
2;10;16;23;57
1;45;48;60;61
18;26;35;52;63
12;16;29;30;48
20;54;57;73;75
22;23;33;79;80
27;35;41;42;44
22;24;41;69;73
14;23;34;43;54
16;24;47;61;68
24;41;52;62;78
6;27;30;49;58
14;15;38;58;77
3;15;43;57;68
49;57;60;66;70
9;10;21;32;59
13;45;48;52;73
18;37;40;44;71
14;39;47;56;68
32;36;37;44;68
11;24;27;31;79
3;21;29;39;75
5;31;40;43;49
19;23;45;61;77
37;39;45;52;71
15;33;39;55;62
21;56;67;68;77
20;28;39;52;70
8;14;15;24;28
1;20;27;33;48
3;6;10;20;76
6;10;11;53;55
4;11;49;65;71
5;28;64;67;79
3;40;45;65;72
23;37;62;63;72
10;31;42;76;77
19;55;58;70;74
5;17;39;58;69
3;15;19;53;75
35;39;47;61;66
21;35;66;71;76
16;17;37;65;69
17;21;47;53;65
12;18;37;45;59
23;25;27;40;74
23;36;64;65;73
2;26;42;61;74
8;30;39;70;77
6;13;15;33;54
37;50;58;65;76
16;23;48;53;71
5;24;37;53;71
15;46;53;70;73
10;20;58;61;73
5;6;32;76;77
30;31;38;76;80
59;62;67;69;73
32;45;48;79;80
24;28;34;42;70
28;50;60;61;76
28;44;65;72;76
12;29;61;69;73
1;18;30;53;56
8;23;43;50;71
9;19;35;72;73
20;22;51;59;66
5;17;27;58;70
5;13;17;62;77
10;37;50;59;61
14;42;53;59;69
11;16;22;49;53
17;21;22;35;74
4;5;23;26;77
11;33;50;51;76
2;47;67;72;77
43;51;55;68;71
20;36;54;56;61
1;2;20;36;73
42;46;48;74;75
4;15;24;39;66
12;36;54;59;73
5;14;24;43;78
5;65;66;68;75
16;36;44;53;61
13;17;21;48;62
12;27;30;40;61
11;28;30;63;73
25;40;46;50;57
35;44;50;57;70
5;15;26;64;65
9;13;22;35;44
7;14;17;74;80
2;33;38;51;70
1;6;48;57;71
15;26;27;30;59
5;23;51;63;72
10;52;64;67;72
3;18;30;33;69
19;24;40;75;80
13;19;37;50;72
4;29;57;59;65
2;4;27;36;51
24;36;42;62;75
14;48;51;63;73
14;19;26;37;80
27;32;57;61;80
1;5;27;62;67
5;27;32;64;73
10;27;37;45;59
8;18;59;64;68
42;46;49;60;71
18;21;29;46;74
29;30;39;57;66
3;29;43;57;69
4;35;37;39;42
7;16;19;55;62
25;29;40;69;75
5;17;32;53;79
9;27;59;61;65
10;22;26;48;78
2;10;11;25;48
1;11;39;41;75
8;10;22;24;62
8;26;48;66;71
29;40;44;50;74
14;54;71;73;79
27;34;50;57;61
14;17;28;37;75
2;52;65;75;77
6;10;23;55;69
3;14;20;31;51
19;39;54;60;75
10;17;41;47;50
7;21;23;69;75
12;17;37;55;64
1;15;47;63;66
1;5;7;30;56
23;28;33;51;79
2;17;20;60;68
46;52;55;56;73
3;27;43;49;72
8;15;28;48;79
2;9;33;41;63
7;19;34;59;62
25;27;31;35;75
14;15;18;30;57
7;32;69;72;74
13;24;26;49;66
36;40;45;57;70
21;36;41;58;69
8;11;64;72;78
15;25;49;56;65
1;33;40;67;75
5;17;18;28;80
5;31;39;60;79
16;35;49;50;74
5;42;59;78;79
34;51;58;61;73
5;13;67;68;74
11;21;41;71;79
31;45;69;71;75
2;35;43;61;70
16;27;29;38;39
10;26;65;66;68
24;29;36;69;70
41;44;66;73;79
5;23;33;37;67
24;29;30;35;62
5;6;16;22;47
12;29;31;34;68
16;37;55;70;71
4;12;33;38;62
17;32;39;55;72
20;40;43;61;70
10;17;24;46;53
9;23;42;63;68
2;21;31;37;57
30;37;42;66;78
17;21;43;55;57
13;21;38;44;74
33;36;55;68;80
22;32;39;54;66
4;24;28;46;72
9;51;54;58;69
15;50;76;77;79
7;12;40;49;65
9;11;22;35;52
1;5;36;64;79
28;36;42;45;49
58;71;73;74;77
19;33;53;61;63
3;61;63;69;70
20;34;36;53;62
45;46;48;53;59
21;50;51;61;73
1;12;23;46;51
12;27;49;59;79
32;38;60;71;80
35;40;54;66;71
4;38;44;76;78
15;16;30;38;79
2;17;30;45;70
6;42;51;52;80
6;22;40;57;63
9;24;31;39;78
2;39;44;48;60
25;39;52;64;79
7;12;15;43;58
15;17;41;50;72
28;61;70;74;77
12;20;47;71;74
13;34;46;51;77
12;18;31;35;45
5;22;28;64;80
20;59;62;67;71
7;16;38;54;56
8;61;62;64;65
27;29;39;47;66
2;9;47;68;70
12;17;37;45;64
1;11;53;57;79
19;26;42;43;50
5;53;55;57;63
21;40;63;72;74
26;27;40;43;52
15;32;45;69;72
4;51;58;69;77
13;33;46;51;70
6;24;65;66;78
4;9;47;51;58
18;50;55;65;77
7;13;15;17;48
16;37;60;63;64
4;33;58;61;76
10;18;24;69;80
13;26;40;67;69
12;16;45;61;65
27;51;54;63;74
28;30;44;57;70
8;20;32;42;68
15;43;56;63;79
3;9;40;60;61
24;32;42;53;73
11;38;48;51;55
7;27;45;53;56
1;10;34;49;76
11;45;62;67;77
6;13;19;20;72
7;8;20;26;66
10;23;48;63;74
1;25;29;61;62
7;21;42;49;57
8;33;40;54;73
4;56;67;74;77
21;40;43;53;59
11;18;32;51;56
39;42;54;56;57
33;36;39;44;62
1;4;19;53;57
37;48;65;69;75
17;28;30;31;47
12;28;30;36;39
12;14;27;53;74
15;16;41;46;47
38;42;47;64;66
4;23;28;39;79
3;12;54;62;67
14;27;43;59;66
11;23;28;35;37
11;12;13;42;48
7;17;27;56;75
13;30;33;61;75
6;19;49;76;80
6;41;42;47;58
20;31;34;41;61
22;42;46;61;68
16;23;24;30;76
9;14;22;30;51
6;32;51;61;78
7;26;32;37;42
3;16;36;65;74
22;43;53;61;75
35;52;64;71;80
24;41;42;54;55
4;8;10;34;54
7;25;46;64;73
45;46;55;65;76
1;4;49;56;68
20;24;25;31;38
14;15;41;42;73
14;19;38;45;47
1;25;53;67;74
2;12;45;59;74
22;24;37;40;48
23;25;41;72;75
3;23;25;29;68
26;30;31;39;60
1;5;41;57;78
3;11;29;30;37
17;38;57;61;72
28;37;56;59;65
40;44;45;52;64
14;27;31;36;45
37;60;61;72;76
8;12;22;52;64
21;33;37;51;71
7;30;44;45;57
11;18;50;51;80
2;29;34;47;70
7;14;49;56;74
14;39;45;50;80
11;22;34;44;72
15;29;52;79;80
10;21;29;33;68
19;20;47;56;76
13;22;46;67;68
11;19;27;48;55
9;18;44;56;72
20;45;58;69;78
19;24;26;59;67
30;38;45;53;63
4;15;28;34;52
2;8;56;72;73
11;37;41;64;70
24;47;68;73;74
1;16;30;60;67
19;28;49;53;77
4;36;51;58;75
10;38;44;47;59
11;26;40;54;73
10;21;26;38;54
1;16;21;50;80
20;51;59;68;73
10;22;31;54;72
6;20;39;57;75
8;40;52;67;70
13;16;25;32;69
10;15;22;25;78
4;19;22;39;41
24;40;45;49;68
21;39;41;66;74
7;29;66;75;76
4;11;16;34;63
20;26;48;59;74
10;14;31;53;67
14;47;73;74;77
2;15;27;34;69
14;35;38;45;48
43;68;69;71;76
4;10;20;34;63
4;11;33;59;76
51;53;60;66;67
2;5;6;11;51
2;21;23;35;48
1;16;19;72;73
2;8;16;31;54
2;21;27;43;57
24;42;43;52;65
16;29;32;48;54
21;27;36;41;51
4;7;14;16;43
14;30;33;65;73
12;22;48;52;57
14;19;23;44;67
26;28;36;53;79
2;9;15;46;62
13;49;57;59;78
2;5;19;61;74
5;30;38;56;77
10;17;29;43;46
20;26;33;41;60
37;50;67;72;76
16;40;45;46;80
8;38;39;65;66
15;28;41;47;51
16;33;51;63;67
2;12;57;68;73
2;14;17;54;80
1;26;34;37;58
18;44;46;56;60
9;15;38;49;50
32;37;60;62;77
4;45;68;70;74
6;22;40;48;55
2;13;18;26;62
8;38;52;68;79
4;21;42;55;68
10;31;50;54;61
19;34;35;58;61
12;24;36;39;72
7;10;16;25;75
17;29;30;40;80
7;11;42;47;78
40;61;62;63;71
11;29;48;56;72
4;12;32;55;59
15;48;59;69;76
5;17;55;63;67
21;23;38;44;72
9;16;24;43;46
36;55;59;63;72
40;49;60;63;69
14;20;21;23;59
15;35;44;49;62
10;33;53;69;70
12;34;48;55;79
1;29;38;61;69
15;22;28;63;79
5;31;59;61;78
3;4;6;36;70
14;48;59;60;68
32;54;65;67;73
9;17;61;64;66
13;39;40;63;74
20;39;40;49;58
24;26;63;72;75
24;41;57;68;79
19;40;56;59;63
8;9;16;64;68
26;27;37;61;65
24;31;38;57;68
27;46;52;64;75
35;39;51;74;80
26;31;49;62;65
28;36;37;38;77
8;17;43;50;68
15;25;28;63;78
1;44;65;67;78
8;20;43;71;80
4;7;27;60;70
16;50;59;66;79
18;19;22;31;64
32;34;46;47;80
33;34;35;54;64
32;34;46;58;80
3;10;48;60;67
18;23;39;53;58
10;11;29;57;72
18;44;59;63;70
3;25;28;31;79
14;21;25;26;47
33;52;57;63;71
14;32;50;57;77
4;16;68;73;78
16;49;52;76;80
15;36;58;70;75
23;40;42;75;77
28;38;55;69;76
25;41;48;52;64
43;44;45;51;71
41;54;57;62;77
2;19;37;39;75
17;26;29;46;70
8;12;25;47;79
11;12;17;24;78
20;36;42;57;69
24;36;38;65;70
6;18;20;49;55
10;21;22;36;63
16;33;42;51;62
10;18;24;34;57
4;8;22;30;63
6;23;50;58;61
21;38;49;61;79
1;15;44;66;68
14;18;20;57;58
7;12;26;32;37
14;32;59;66;69
28;51;55;69;73
17;21;44;70;71
1;28;47;50;55
5;9;31;73;77
3;43;44;60;66
2;9;19;42;60
7;17;18;28;73
34;44;46;63;74
14;38;49;64;67
2;4;19;52;63
31;34;36;50;77
8;10;41;49;73
4;13;27;42;62
9;15;23;31;54
26;35;43;53;71
7;26;31;59;76
15;17;32;45;71
2;18;22;27;68
17;19;39;43;54
1;7;14;20;57
3;4;35;37;46
2;15;45;54;80
10;14;21;25;56
7;22;55;62;65
13;24;27;50;61
2;15;26;48;57
10;26;52;58;68
34;35;43;46;49
36;42;47;49;53
4;7;20;31;52
14;29;33;51;58
6;25;52;61;75
25;26;33;44;75
8;11;25;62;79
50;53;56;59;66
8;10;48;53;56
17;38;55;62;78
7;21;24;34;44
18;33;41;42;77
14;33;49;64;77
12;13;33;35;54
9;44;46;71;78
4;42;56;66;76
4;15;19;40;75
1;15;44;45;54
46;49;61;68;76
6;18;29;30;75
8;11;45;46;80
5;13;20;44;62
9;34;51;55;79
4;16;18;22;73
12;27;48;69;72
22;60;64;70;74
8;17;34;49;67
45;47;58;62;72
1;4;5;11;29
30;36;37;50;75
10;12;62;68;71
10;27;35;54;73
13;29;39;55;69
11;22;29;46;72
8;10;29;32;70
16;20;28;62;72
8;23;29;38;57
2;25;43;60;67
5;25;47;49;58
2;19;22;31;78
30;35;38;63;75
27;30;37;58;80
14;19;27;51;77
3;19;45;49;80
4;8;28;64;76
7;29;41;54;79
1;27;30;38;62
3;22;30;48;50
45;60;64;66;71
22;23;24;44;67
9;15;22;38;68
6;36;43;63;67
5;7;44;59;65
19;40;53;74;79
43;68;69;74;76
1;16;30;45;50
4;9;18;32;58
4;38;56;79;80
6;46;68;71;76
6;8;42;67;78
14;17;45;54;72
20;52;53;55;66
5;7;39;45;77
15;27;55;60;80
15;41;51;73;77
26;46;47;48;73
10;15;23;36;49
1;22;30;47;57
15;44;61;74;76
18;34;38;42;59
10;36;40;51;72
10;17;20;37;61
35;39;40;79;80
3;37;42;56;57
1;36;48;78;79
11;28;58;74;76
10;25;31;41;76
24;32;44;63;71
24;38;60;77;78
38;50;54;57;64
23;42;55;64;75
28;39;43;57;63
20;34;51;54;76
12;18;29;50;65
5;11;17;27;60
28;31;49;53;78
29;42;62;65;68
23;37;41;44;80
16;21;55;63;78
7;48;62;70;77
24;33;52;60;72
14;37;53;68;72
5;7;9;15;70
15;29;36;40;59
2;22;38;61;78
6;11;18;31;59
14;22;48;58;59
3;20;63;68;77
12;16;46;49;77
53;59;67;72;75
3;24;50;66;78
5;11;28;30;63
20;34;49;53;78
5;12;34;40;53
10;32;34;56;63
26;36;37;42;73
7;17;35;45;63
26;27;29;62;73
33;38;73;76;79
9;10;24;59;66
18;28;38;55;75
6;14;34;51;58
7;14;25;35;57
42;58;62;73;76
3;21;24;72;74
33;45;49;54;69
7;29;42;56;78
25;32;40;61;79
16;23;24;27;28
48;56;64;66;76
3;15;25;35;47
4;24;38;67;79
23;24;30;55;64
6;8;22;25;47
10;30;38;55;69
53;56;60;64;68
11;50;54;55;59
1;32;52;59;77
5;11;12;40;79
2;12;35;44;80
24;36;44;56;73
18;22;37;43;66
40;66;70;72;78
4;5;45;48;75
1;11;46;63;76
7;8;23;45;73
26;39;40;48;53
8;17;33;36;75
11;13;27;29;70
10;24;52;71;77
15;18;43;65;77
8;39;45;56;57
11;14;31;34;44
9;21;43;48;71
7;35;58;74;76
12;13;18;59;66
7;8;56;72;77
2;17;64;73;74
29;43;52;59;77
3;9;15;50;72
15;36;51;52;63
12;16;21;56;78
15;40;42;43;52
7;38;57;66;73
3;28;49;70;73
9;37;42;50;52
9;24;65;74;77
10;25;64;72;78
19;51;56;60;70
14;49;50;65;78
1;3;13;27;56
2;7;16;53;78
11;18;52;61;68
4;23;25;37;72
17;19;39;55;79
15;24;61;65;66
16;23;27;43;50
7;9;46;53;76
4;8;41;76;79
1;10;36;46;80
1;2;7;23;61
25;28;35;54;69
9;32;54;55;75
1;52;60;65;77
1;17;27;39;55
1;51;58;68;73
4;15;16;33;44
4;27;46;64;78
4;10;23;61;64
36;41;51;66;77
11;21;26;29;64
5;13;25;30;66
23;26;36;43;65
1;26;33;57;58
22;53;62;68;70
4;7;42;50;69
24;53;61;62;72
32;41;71;73;80
17;19;30;43;45
2;12;17;28;31
18;19;32;34;78
10;23;48;66;69
6;21;26;31;48
2;18;51;64;65
22;25;41;56;58
13;18;19;51;70
1;60;61;66;73
5;44;53;67;77
15;26;55;71;79
16;25;27;56;80
39;46;50;64;72
4;21;47;59;79
21;41;52;58;71
1;40;47;50;62
5;19;60;70;72
10;33;36;72;76
1;4;12;25;61
33;40;56;66;74
17;50;59;66;77
2;12;27;46;59
6;14;18;35;61
2;3;12;13;18
9;46;50;67;79
1;19;53;56;57
15;21;33;38;73
19;33;37;38;49
5;13;49;58;75
10;26;58;71;78
36;48;51;54;65
3;20;25;63;71
5;19;21;26;40
6;7;26;27;37
17;30;47;52;54
16;33;41;61;75
25;36;42;45;52
23;41;48;76;80
37;54;65;70;80
10;13;14;43;51
26;30;52;69;76
5;39;57;59;79
5;7;8;47;77
9;34;41;71;73
37;38;52;65;75
2;16;29;66;68
1;14;27;55;62
8;19;24;30;47
11;19;31;44;68
5;19;30;31;65
1;10;38;56;63
8;32;36;76;80
14;34;39;55;56
14;34;44;45;51
13;15;44;69;78
16;23;29;44;50
41;48;63;67;71
5;13;29;50;58
18;26;48;53;75
34;35;45;68;71
11;24;28;31;37
9;13;29;38;78
15;42;54;61;69
8;15;22;35;45
26;44;56;64;65
39;41;62;65;72
2;9;43;64;80
7;52;55;64;73
2;16;19;22;36
4;21;31;62;72
31;34;51;55;78
26;43;54;57;65
11;34;35;58;73
6;16;18;41;44
17;34;53;63;77
44;50;52;60;70
23;39;44;54;57
9;50;51;58;74
16;23;50;59;65
2;5;46;47;51
26;35;51;70;78
15;21;45;47;63
2;17;30;41;64
6;46;71;73;78
11;13;15;37;75
18;25;35;41;60
20;35;45;65;69
11;28;72;73;74
8;35;41;45;54
13;30;47;50;78
1;21;28;54;68
15;30;46;58;79
9;35;45;71;73
42;43;72;75;78
2;6;7;31;79
19;28;30;43;45
1;38;49;62;73
1;18;32;47;64
12;24;34;44;78
12;26;28;53;55
11;51;68;69;74
10;33;38;46;63
23;37;50;69;77
1;12;13;23;71
16;18;40;62;75
3;7;33;34;58
19;22;28;31;33
32;53;54;59;63
21;39;58;61;69
14;26;36;38;50
4;5;60;75;79
13;17;44;49;54
19;31;57;67;71
17;40;50;59;73
13;19;55;57;63
4;15;18;51;55
31;40;61;68;72
1;40;54;78;80
29;42;53;75;77
4;21;43;52;58
3;35;37;57;80
8;13;37;55;76
1;8;25;45;57
13;14;23;43;56
6;32;54;55;75
6;14;38;55;69
1;20;49;57;77
3;15;30;53;61
42;44;56;59;64
9;12;42;59;72
19;29;42;52;63
19;38;44;46;70
29;32;34;39;63
1;16;49;68;74
4;9;53;61;63
2;12;14;17;70
21;33;53;64;80
29;33;58;60;75
9;17;26;42;46
2;3;15;39;63
9;24;35;63;79
17;40;52;54;80
1;4;17;24;42
15;29;43;55;63
17;44;66;70;80
10;13;20;32;50
9;13;16;37;58
11;18;20;29;53
2;11;13;22;29
3;13;26;55;79
9;35;44;57;75
10;36;39;54;79
4;33;44;49;57
2;8;10;58;64
2;6;32;63;66
28;56;58;61;76
17;32;62;67;79
53;55;60;69;70
22;26;58;60;61
27;41;44;70;72
18;22;49;63;65
9;26;39;54;56
13;39;40;45;55
6;8;36;67;72
3;16;25;29;39
9;16;17;28;75
2;6;29;66;80
5;21;24;30;69
34;49;52;77;79
5;13;15;37;39
16;22;67;72;73
5;47;61;77;80
11;16;23;56;61
7;31;59;60;79
10;14;15;29;31
13;18;39;60;68
26;28;31;43;76
6;18;32;48;69
17;19;35;53;76
23;40;45;59;74
33;50;59;60;78
8;9;29;66;79
10;36;44;52;72
28;35;63;64;67
6;11;19;53;72
2;8;9;26;78
25;31;63;67;70
1;26;42;45;72
11;32;47;67;76
18;20;31;34;37
6;49;53;66;67
19;20;33;58;77
10;14;52;74;75
5;26;29;44;59
9;15;35;40;78
36;42;52;62;74
9;12;16;43;67
15;38;40;57;62
22;27;49;52;63
8;9;11;43;73
5;19;34;70;72
18;21;47;48;62
6;11;25;35;74
10;18;55;58;80
18;32;55;64;73
1;19;26;60;61
21;39;41;49;54
19;23;26;53;56
26;28;31;33;62
18;34;65;66;80
30;37;38;52;55
7;30;36;50;66
4;20;21;55;56
23;31;33;34;40
17;39;44;49;57
8;32;42;64;73
23;39;44;52;69
4;32;46;54;66
33;40;56;70;74
12;50;59;73;80
8;31;37;45;71
6;32;54;71;78
3;15;16;19;72
17;18;26;46;59
33;41;43;75;79
5;13;19;34;50
20;24;39;45;77
8;9;33;39;45
17;29;44;71;75
7;22;24;39;58
4;20;35;50;52
5;29;55;62;68
28;45;56;63;68
17;45;52;73;77
19;23;72;79;80
2;3;15;45;75
7;16;32;68;78
21;44;50;66;80
2;12;67;75;78
57;62;65;73;80
6;8;14;20;58
4;14;24;37;78
16;20;29;33;47
20;30;42;64;74
43;50;65;66;68
14;15;27;29;67
1;14;15;22;36
2;16;21;65;79
16;41;63;68;78
2;27;54;56;63
27;30;48;57;67
8;27;28;60;71
3;23;34;45;53
9;38;69;71;73
6;9;29;46;48
26;48;56;63;69
4;8;23;60;71
4;33;50;54;80
11;38;39;58;68
2;8;27;33;55
17;21;28;34;63
15;16;28;55;67
36;52;58;67;76
6;13;15;22;32
12;16;30;55;68
4;7;16;19;62
31;50;59;70;74
1;20;56;71;79
14;29;44;45;47
42;61;64;67;79
5;18;19;31;45
2;5;32;49;60
21;30;31;43;54
1;7;15;22;71
45;47;49;74;80
6;20;24;42;57
13;39;40;50;66
6;27;61;70;72
23;29;49;76;79
5;7;59;60;73
17;35;55;69;75
8;26;31;41;78
21;23;29;49;77
2;8;23;69;75
17;26;37;66;79
4;30;40;54;57
2;5;46;48;65
2;11;20;27;51
5;49;51;65;76
16;25;66;69;78
3;25;33;35;76
14;27;30;31;68
30;36;43;63;72
17;40;55;59;68
9;47;62;64;76
8;40;57;62;73
15;32;36;38;53
2;38;45;47;72
5;17;50;72;75
13;18;29;51;52
6;18;28;49;53
6;27;47;68;78
30;33;61;66;67
9;39;44;65;67
1;16;30;73;80
32;43;64;65;71
2;4;11;28;35
1;15;22;23;47
34;36;52;56;63
19;42;67;72;77
25;45;59;68;75
11;15;32;39;51
20;37;39;61;72
42;53;61;73;80
11;15;16;24;44
32;48;59;65;71
5;43;55;62;76
2;11;17;29;67
7;16;40;60;67
6;34;37;45;75
17;31;54;73;80
27;50;57;70;72
10;15;37;46;60
1;12;43;58;80
48;56;57;58;64
17;36;37;64;66
2;8;36;46;65
11;19;38;40;58
43;52;53;72;80
2;10;26;41;47
5;31;47;72;78
11;20;50;58;74
4;40;51;59;62
21;22;34;49;77
6;8;34;53;61
3;13;35;57;77
11;34;40;43;52
4;9;52;66;80
1;10;12;15;72
6;10;19;23;33
10;50;57;67;70
29;44;52;70;76
35;57;60;66;73
15;21;23;40;43
16;27;33;45;75
9;34;38;48;51
10;34;40;47;52
3;32;55;79;80
12;17;65;77;79
6;24;38;54;72
8;16;18;22;34
17;26;28;50;72
7;29;38;57;76
7;13;38;56;70
8;29;51;61;79
1;32;56;70;77
2;42;59;62;67
11;21;31;43;62
32;61;65;70;80
4;8;16;43;80
3;21;35;55;70
10;14;31;46;74
11;19;27;44;78
3;39;44;76;77
4;15;41;66;71
3;13;44;53;70
5;10;23;76;77
5;7;32;58;69
2;28;29;56;60
15;30;50;58;79
25;27;30;32;65
19;40;50;70;74
5;20;52;58;64
24;33;35;38;42
10;17;50;59;75
2;21;22;37;79
26;33;51;55;69
29;46;48;49;66
11;24;28;41;71
17;43;49;63;71
6;20;24;47;70
14;40;42;51;63
17;39;53;57;73
18;27;51;69;73
13;32;34;54;78
1;8;23;41;59
3;4;5;34;75
5;14;18;43;76
5;6;47;55;66
12;37;39;47;55
31;39;45;69;78
23;32;56;76;77
10;27;47;65;74
35;43;47;56;57
53;62;64;73;76
15;30;37;49;62
12;38;47;77;78
34;35;36;50;55
4;6;21;58;73
6;27;42;59;61
6;13;35;46;49
19;23;35;48;53
31;44;46;52;55
21;32;43;44;76
3;8;34;53;72
17;29;34;48;58
43;48;50;65;66
1;16;32;36;74
1;18;68;79;80
13;26;44;64;68
8;41;47;66;75
12;13;31;49;65
27;38;66;70;76
8;10;31;70;80
31;32;49;50;54
17;22;44;68;78
4;38;44;49;66
10;24;31;42;48
8;15;20;24;47
7;12;17;51;53
15;46;56;57;80
18;41;43;59;71
6;13;28;32;41
13;25;34;46;61
6;28;47;64;67
2;24;27;48;67
6;24;34;67;74
7;18;43;53;79
7;19;41;43;45
11;13;29;60;76
22;28;45;48;62
29;40;54;69;73
43;44;45;53;74
10;19;33;40;80
5;13;15;45;53
34;39;40;41;69
5;12;22;29;60
13;36;49;69;70
6;10;20;22;75
12;21;49;56;73
10;54;56;66;80
19;26;61;74;79
16;29;31;47;69
19;24;37;49;74
12;26;48;52;61
31;49;56;62;66
11;19;36;37;40
4;13;16;49;74
10;38;53;54;67
21;31;39;56;61
23;38;42;49;79
19;21;55;63;70
27;39;56;73;76
33;34;43;47;57
9;10;23;24;63
36;46;57;61;72
23;36;65;70;80
7;33;56;59;64
18;23;40;70;73
11;17;38;39;72
8;41;42;53;75
14;18;25;75;76
5;6;8;28;48
9;34;59;61;79
32;47;53;60;65
27;37;39;53;60
47;50;63;71;72
16;17;18;34;55
6;21;63;65;73
23;37;50;53;54
22;30;44;64;80
2;50;59;69;72
14;33;39;58;74
9;15;27;28;61
5;36;45;47;61
25;38;57;59;68
9;35;55;69;70
2;5;16;35;65
9;21;24;27;69
4;6;26;36;55
3;50;60;67;77
15;33;56;63;77
14;31;37;38;78
24;31;36;39;72
22;24;45;49;64
30;37;40;72;79
11;16;46;48;74
6;13;19;40;64
6;45;50;67;75
3;23;28;40;63
1;25;37;41;80
2;25;26;29;38
10;22;25;70;79
17;21;27;46;63
7;22;49;52;76
3;6;7;43;55
1;25;27;32;51
24;27;37;45;69
10;14;33;50;62
15;18;44;55;74
5;27;31;35;53
19;28;46;50;58
9;13;21;29;69
9;36;37;39;43
6;24;52;53;69
43;47;48;54;66
9;24;42;58;59
24;41;52;57;77
3;22;41;46;65
34;65;68;69;80
3;16;46;52;59
4;12;32;44;60
5;11;12;55;62
4;6;13;43;64
29;45;55;75;80
10;29;38;56;63
7;37;47;62;80
12;22;27;31;52
24;28;52;53;79
10;35;54;67;75
13;25;69;73;75
6;12;48;54;77
2;18;29;32;55
19;30;36;43;64
5;9;33;63;73
19;45;53;61;64
16;22;38;50;62
5;29;43;48;54
4;7;10;50;61
6;8;19;35;50
1;13;14;21;38
5;9;15;40;42
37;40;43;70;79
25;28;37;61;80
3;24;66;69;70
10;20;42;62;72
12;25;32;39;76
38;41;50;51;72
9;11;16;58;63
6;17;20;53;78
7;10;38;46;55
15;22;32;49;58
5;26;37;38;76
42;56;60;62;68
17;18;23;42;76
1;15;17;31;67
26;27;30;34;63
22;51;52;70;71
11;18;66;69;78
6;12;17;52;78
2;15;29;69;80
12;19;66;68;75
17;27;30;41;44
2;17;29;34;68
12;13;33;61;80
7;19;42;61;76
4;12;17;70;75
12;17;27;38;78
13;18;28;62;73
39;47;52;53;55
2;7;18;60;71
30;49;70;71;79
22;24;29;32;80
2;15;37;46;52
15;27;40;51;64
2;34;43;75;78
8;35;51;62;67
10;24;26;64;75
15;24;57;61;74
17;18;56;61;62
3;14;15;37;43
1;52;57;69;79
31;35;37;56;67
8;34;35;48;76
24;26;34;68;72
8;21;35;59;67
2;53;59;70;80
12;26;67;71;78
10;28;57;75;80
6;28;31;33;71
36;56;58;64;74
31;58;59;67;71
12;26;33;43;47
23;40;41;43;74
2;9;24;60;67
1;19;23;59;79
8;9;20;27;73
2;36;52;65;73
14;26;69;71;77
17;35;58;74;79
3;11;31;40;61
37;42;52;64;78
7;15;24;27;52
2;19;54;60;76
6;18;59;62;79
30;38;46;52;60
1;7;37;64;72
15;25;41;61;67
28;51;66;67;76
5;12;52;59;65
9;41;44;50;60
6;16;58;67;77
26;28;31;70;75
6;20;23;55;66
9;20;36;45;58
6;10;41;53;79
6;11;28;48;67
14;26;28;55;79
9;37;66;75;78
23;39;58;59;80
17;18;19;24;44
19;36;49;63;70
21;44;66;74;77
12;17;22;52;63
1;17;20;50;75
31;35;38;48;74
1;26;34;40;49
15;22;28;34;72
23;36;54;59;70
21;53;57;69;71
1;28;30;73;76
1;10;11;24;60
3;19;46;52;64
10;31;32;38;79
14;34;63;73;76
22;32;34;43;51
7;9;38;62;66
6;9;36;46;80
5;38;41;55;66
26;31;41;49;61
9;22;24;41;78
57;58;64;65;79
6;11;33;48;61
3;18;31;58;61
3;19;43;58;67
3;23;38;69;78
7;11;37;43;79
23;41;44;72;77
14;36;44;67;71
13;16;29;56;80
17;29;43;53;56
32;46;63;72;77
14;19;37;40;56
9;36;39;61;68
36;43;51;58;79
8;32;44;48;74
19;43;44;50;63
1;4;48;57;78
19;24;45;73;76
18;20;24;28;37
7;32;40;52;74
10;25;41;65;78
6;11;72;75;78
36;42;48;62;70
22;48;64;71;78
18;31;51;55;69
5;30;38;55;72
8;11;15;53;55
3;40;41;65;66
30;31;42;45;58
4;36;47;66;76
4;15;31;67;73
21;31;34;41;60
37;39;43;51;75
4;36;76;77;80
5;20;34;43;60
18;24;46;66;74
8;16;26;28;60
3;6;15;18;52
20;53;60;70;74
46;66;70;72;77
6;30;35;45;56
5;11;26;37;58
5;7;19;27;46
14;33;55;60;75
